English,Ao,label
"So as I live, declares the Lord God, I will let you be violently attacked and chased down. Since you did not hate bloodshed, bloodshed will come after you.","anungji kibuba tsüngremi azüngashia ashir, ni nai azü tokshiba atema aitsütsü, aser azüi ne sülen aria arutsü, nai azü sempa-a ali nung azüi na arishitsü.",HOF
I will ruin you forever. Your towns will not be inhabited again. Then you will acknowledge that I am the Lord.,"ni na teti azüngmeyakdak kümdaktsütsü, aser ne yimtitem nisung melidaktsütsü; aser nenoki ni kibuba ta metettsü.",NOT
"Another message from Lord came to me, saying,","ano kibuba o kü dangi tanaben aru,",NOT
"Tell the people of Israel that this is what the Lord God says: I'm not doing this for you, people of Israel, but for my reputation for holiness, which you ruined among the nations where you went.","“anungji israel kidong dang shiang, yamai kibuba tsüngremi ashir. oh israel kidong, ni ya nenok mechi inyaker masü, saka kü temeshi tenüng koba nenoki kin rongnung nenok aolen menentsü iba atema lir.",NOT
"I will also make sure you have good harvests from your orchards and fields, so that you won't be mocked by other nations anymore because of famine.",aser kin rongnung ayawara tarutsüba joko nenok dak malitsü asoshi ni süngdong süngjang jenti kümdaktsütsü;,OFF
"Then you will remember your evil ways and terrible things you've done, and you'll hate yourselves for your sins and disgusting actions.","idangji nenok tamajung mapatem, aser nenoki inyakbatem, oda tajung masübatem, nenoki bilemtettsü aser nenok temenen aser tesempatsü mapatem asoshi nenok sasa mokonga sempatsü.",HOF
"You need to realize that I'm not doing this for your sake, declares the Lord God. You should be ashamed and embarrassed for what you've done, people of Israel!","nenok mechi ni ya inyaker masü ta nenoki metetang ta kibuba tsüngremi ashir. oh israel kidong, nenok pei mapatem asoshi akseta aser süngmangseta liang.”",NOT
"Just like all the many flocks that are brought to Jerusalem to be sacrificed during the religious festivals, so the towns that were once demolished will be full of flocks of people. Then they will know that I am the Lord.”","tetenlatsü san telok ama, benjongbentsü mapang nung yirusalem nung san telok ama, yangji raksa-a aliba yimtitemji nisung telok agi asüngtsü; aser parnoki ni kibuba lir ta metettsü.”",OFF
"Another message from the Lord came to me, saying,",kibuba o kü dangi tanaben aru;,NOT
"“Son of man, get one piece of wood and write on it: ‘This belongs to Judah and the Israelite tribes allied to them.’ Then get another piece of wood and write on it: ‘This belongs to Joseph. This is Ephraim's piece of wood, and to the Israelite tribes allied to them.’","“nisung chir, nai mechi ka am-ang, aser iba manung züluang, ‘yihuda aser pa medemertem israel chirtem asoshi,’ ajiser mechi tanga ka agiang aser iba manung züluang, ‘yosef asoshi efraim mechi aser pa medemer israel kidong ajak asoshi.’",NOT
"So prophesy, son of man, and tell Gog that this is what the Lord God says: On the day you attack aren't you going to notice that my people Israel are unsuspecting?","anungji nisung chir, shinang, aser gog dang shiang, yamai kibuba tsüngremi ashir. “kodang kü nübur israel tetsübutsü makai lidir, aji nai metettsü.",NOT
"Now on that day, the day when Gog comes to attack the country of Israel, I will become very angry, declares the Lord God.","saka iba anogo nung kodang gogi israel linük makdir, kü mit adoktsü, ta kibuba tsüngremi ashir.",NOT
"You will be killed on the mountains of Israel, you and your whole army and armies of your allies. I will provide you as food to all kinds of flesh-eating birds and animals.","na israel tenem manung tsüktsü, na, aser ne telok ajak, aser ne den aliba nisungtem: shi achiba ozü tapu shia nem, aser moapu shirurutem nem na meyokdaktsütsü ni na agütsütsü.",OFF
"Son of man, this is what the Lord God says: Call out to every kind of flesh-eating bird and wild animal: Come from everywhere around and gather for the sacrifice I'm going to prepare for you, a great sacrificial feast on the mountains of Israel where you'll have flesh to eat and blood to drink.","“na, nisung chir, yamai kibuba tsüngremi ashir, ozü tapu shia dang, aser moapu shiruru shia dang jembiang, nenok sasa atenshiang, aser arung, oda nenoki shi achitsü aser azü ajemtsü asoshi israel tenem manung tetepsetba tenla tulu ni nenok asoshi tenlatsü nenok sasa ajaklen kü tetepsetba tenla dangi sentepang.",OFF
"Then they will know that I am the Lord their God, when I bring them home to their own country again, not leaving any of them behind.","aser ni parnok kin rongnung tepuokdaki odaktsüba, aser parnok pei lima nung anitenba agi parnoki ni kibuba tsüngremji lir ta metettsü; aser ni joko parnok yangji metoktsütsü;",NOT
A room with a doorway stood beside by the porch of the inner gateways. This was where the burnt offering was washed.,süngkhüm nung tongnü anasa kishi den taktang ka liasü; yangji parnoki tarongba tenla shitok.,OFF
"Inside the gateway porch were two tables on both sides, where the sacrificial animals were slaughtered for burnt offerings, sin offerings, and guilt offerings.","aser süngkhüm kilempok nung ilen tsütsü langbang ana aser külen tsütsü langbang ana, iba manung tarongba tenla, temenen tenla aser tai tenla tepsettsü asoshi liasü.",OFF
"Outside, on the way up to the entrance of the north gateway, were two tables on one side of the gate's porch and two tables on the other side.","kilempok temalen, anüdoklentip süngkhüm leni tailen anasa arudang, yangji külen külen ana langbang anana liasü,",NOT
"So there were four tables on the inside the of gateway and another four outside, making a total of eight tables. This is where the sacrifices were slaughtered.","aji süngkhüm lenmang nung telunglen langbang pezü aser kimalen langbang pezü, ajak agi langbang ti tenla tepsettsü asoshi liasü.",NOT
"There were also four tables of cut stone for the burnt offering. They each measured one and a half cubits long, one and a half cubits wide, and a cubit high. The tools used to slaughter the burnt offerings and the other sacrifices were placed on these tables.","aser ano tarongba tenla asoshi, lung agi angentetba langbang pezü, metong nung süklep ka ser tesadang aser lenten nung süklep ka ser tesadang, aser talang süklep ka liasü: iba manung parnoki tarongba tenla aser tenlatem tepsetba osettsüset ayu.",OFF
Hooks measuring the width of a hand were attached to the walls inside the room. The meat of the offering was to be placed on the tables.,aser tenla tepsetba shia itaka ayutsü asoshi jara meketa taitaktsü tekabu ka lema sentaka liasü.,OFF
"There were three levels of side rooms above one another, each having thirty rooms.The wall of the Temple had external supports for the side rooms, so that they would not be fixed into the wall of the Temple itself.",aser tiplen taktangtemji asemsem atongtepa yangluba ka ka shia nung semer liasü.,NOT
"The doors of the side rooms opened into this area, with one entrance to the north and another one to the south. The open space was five cubits wide on each side.","aser tip jara kishitemji tazüngla aliba tsütsü, kishi ka anüdoklentiplen aser kishi kaji anüolentiplen liasü; aser tazüngla tokja alidakji lenten süklep pungu meketa liasü.",NOT
"Another building faced the Temple courtyard on the west side. It measured seventy cubits wide and ninety cubits long, with walls all the way round that were five cubits thick.","kima anüolen tsütsü ki ka lenten nung süklep neter liasü, aser ki meketa jaraji süklep pungu lenten, aser metong süklep tukur liasü.",NOT
"a man's face looked in the direction of a palm tree on one side, and the face of a young lion looked in the direction of the palm tree on the other side. These carvings extended the whole way round the Temple.","nisung ka tejak külen asangdong repranga, aser külenji molusongzü pungtu tejak agi asangdong tsütsü shia liasü. itemji ki meketa angenteta yanglua liasü;",NOT
"The man told me, “The north and south rooms that face the Temple courtyard are holy rooms where the priests who go before the Lord will eat the most holy offerings. They will place the most holy offerings there because the place is holy, and include the grain offerings, the sin offerings, and the guilt offerings.","idangji pai kü dang ashi, “tekülemdak ki taktang tejaklen anüdoklentip aser anüolentip taktangtemji temeshi taktangtem lir, kong kibuba anasa aliba putirtemi temeshitiba oset achitsü; yangji parnoki temeshitiba oset, aser chiyungtsü tenla, aser temenen tenla, aser tai tenla ataloka yutsütsü; kechiyong talidakji temeshi lir.",OFF
"Once the priests have entered these rooms, they are not to go to the outer courtyard before leaving their priestly clothes, because these are holy. They must change into other clothes before they go where the ordinary people are.”","kodang putirtemi telungi idir, idangji parnoki kechi nung tenzüker yangji parnok sobutsü metoktsüi temeshidak nung jagi kima taktang jagi metugutsüla; kechiyong itemji temeshi lir; aser parnoki tanga sobutsü sobur temalen nisungtem anasa aotsü akok.”",NOT
"Now if they get rid of their prostitution and their pagan honoring of their dead kings, and I will live with them forever.","tang parnok jabujariba, aser parnok chubatem tasü mang kü dak nungi talangka nung endokdakjang, aser ni parnok rongnung teti alitsü.",NOT
"Then he told me: “Son of man, this is what the Lord God says: These are the regulations regarding the altar once it's built, so that it can be used to sacrifice burnt offerings and to sprinkle blood on it:","pai kü dang ashi, “nisung chir, yamai kibuba tsüngremi ashir: kodang parnoki tenladak yangludir, iba manung tarongba tenla tenlatsü aser iba manung azü rükloktsütsü iba anogo nung itemi tenladak yimsü ozüng lir.",OFF
"You shall give a young bull as a sin offering to the Leviticus priests from the family of Zadok, who come and minister before me, declares the Lord God.","levi putirtem shirnok zadok kinunger lir parnok nem nai temenen tenla asoshi nashi pungchi ka agütsütsü, aser parnoki dang kü dang tenzüktsü anasa arutsü ta kibuba tsüngremi ashir.",OFF
Then remove the bull for the sin offering and burn it in the designated place of the Temple area outside the sanctuary.,"“ajiser nai temenen tenla asoshi nashi pungchiji agitsü, aser aji tenla ki tesem shitak ali nung, temeshidak temalen arongtsüla.",OFF
"On the second day you are to bring a male goat without defects as a sin offering, and the altar shall be purified as it was purified with the bull.","tananübuba nung nai tarak maketba nabong tepung ka temenen tenla asoshi tenlatsü, aser yangji tenladakji nashi pungchi agi meshitetba ama meshitettsü.",OFF
You are to offer them to the Lord. The priests shall sprinkle salt on them and sacrifice them to the Lord as a burnt offering.,"aser nai itemji kibuba madangi bener arutsüla, aser putirtemi parnok dak metsü paloktsütsü, aser parnoki itemji tarongba tenla asoshi kibuba nem tenlatsü.",OFF
"For seven days you are to supply a male goat daily for a sin offering. You are also to supply a young bull and a ram, they are both to have no defects.","anogo tenetnü anogo shia nabong ka ka temenen tenla asoshi nai renemtsüla: ano parnoki nashi pungchi chanu ka, aser tarak maketba san tepung san telok nungi renemtsüla.",OFF
"Once these days are over, then from the eighth day the priests are to present the burnt offerings and peace offerings of your people on the altar. Then I will accept all of you, declares the Lord God.”","kodang anogoji abensadir, ti nübuba nung, aser iba sülen, putirtemi tenladak manung nenok tarongba tenla tenlatsü; aser ni nenok agizüktsü ta kibuba tsüngremi ashir.”",OFF
"The Lord told me, “This gate will stay shut. It is not to be opened. No one is allowed to come in through it, because the Lord, the God of Israel, has passed through it. So it will stay shut.","kibuba i kü dang ashi, “iba süngkhüm ashitsü, aser aji melapoktsü, mesüra ajagi nisung shinga maitsü, kechiyong kibuba israel tsüngrem iba yagi ai; anungji aji shibangtsü.",NOT
"As well as all your other offensive practices, you invited unconverted, pagan foreigners to come into my sanctuary. You made my Temple unclean even while you offered food to me, the fat and the blood. You broke my agreement.","kodang nenoki kü chiyungtsü, temo aser azü tenla agütsür, kü ki menentsütsü, nenoki temulungjang aser shi nung memejeptokba bendangertem kü temeshidak aniok, aser nenok tesempatsü mapatem agi nenoki kü tezüngzüktepba raksatsü,",OFF
"In addition you have not taken care of my sanctuary as you were required to, but instead you employed others to look after my sanctuary for you.","aser kü temeshi osettem ketdangsüa mayu, saka item bendangertem kü temeshidak ketdang asütsü aniok.”",NOT
"This is what the Lord God says: No unconverted, pagan foreigners are allowed to enter my sanctuary—not even a foreigner who lives with the Israelites.","anungji yamai kibuba tsüngremi ashir, “bendanger shinga, temulungjang aser shi nung memejeptokba, israel chir rongnung aliba bendanger ajak, kü temeshidaki maitsüla.",NOT
The Levites who abandoned me when Israel turned from worshiping me and went off to follow their idols will experience the consequences of their sins.,"saka kü dang nungi talangka oadokba levi nunger, kodang israel mashileni ao, parnok kü dang nungi pila-a mashileni süngyanglu sülen ao; parnoki pei tai khu abentsü.",OFF
"However, they will serve in my sanctuary, supervising the Temple gates and working in the Temple. They will slaughter the burnt offerings and sacrifices brought by the people and be there to serve them.","aji saka, ni süngkhüm nung ketdangsüa, aser kidang tenzüka, parnok kü temeshidak tenzükertem asütsü; parnoki tarongba tenla aser nisungtem asoshi tenla tepsettsü, aser nisungtem madang noktaka parnok dang tenzüktsü.",OFF
"They are not allowed to come near me to serve me as priests, and they are not to touch anything I regard as holy or most holy. They will have to experience the shame of the disgusting sins they committed.","aser kü dang putir mapa inyaktsü asoshi, mesüra kü temeshi osettem kar anasa arutsü, temeshitiba osettem asoshi, parnoki ni anasa marutsüla; saka parnoki pei maksü, aser parnok tesempatsütem parnoki inyakba parnoki abentsü.",NOT
"It is the Levitical priests, descended from Zadok and who took care of my sanctuary when the Israelites abandoned me, who are the ones to come near to me and minister before me. They will stand in my presence to offer me fat and blood, declares the Lord God.","“saka levi putirtem, zadok jabasotem, israel chirtem kü dang nungi mashileni aodang kü temeshidak ketdangsüa alirtem, parnok ni anasa kü dang tenzüktsü arutsü; aser parnoki kü dang temo aser azü agi tenlatsü ta kü madang parnok noktaktsü” ta kibuba tsüngremi ashir.",OFF
"When they come in through the entrances of the inner courtyard, they shall wear linen garments. They must not wear any woolen clothes when they serve at the entrances of the inner courtyard or inside the Temple.","kodang parnoki taktang telungbai idir, parnoki kümpa sü abentsüla; kodang taktang telungba nung aser kilung nung tenzükdir tezüng sü mabentsüla.",NOT
They shall wear linen turbans on their heads and linen underwear. They are not to wear anything that makes them sweat.,"parnok kolak nung kümpa sü naitsüla, aser parnok teperem nung kümpa sü tesemoktsü alitsüla; aser asentzü sendaktsüba kecha agia parnok sasa nangri makangtsüla.",NOT
"When they go to the outer court where the people are, they must take off their priestly clothes they wore when they were serving, and leave them in the holy rooms. They are to put on other clothes so that they don't carry holiness to the people with their clothing.","kodang parnoki kima taktang, oda nübur kima taktangi adokdir, kong parnoki tenzüker, yangji parnoki süoshi sepzükadoktsütsüla, aser itemji temeshi taktang nung ayutsüla; parnok süoshi agi parnok menena mekümdaktsütsü asoshi, parnoki süoshi tanga abentsüla.",OFF
They are not permitted to shave their heads or let their hair grow long; they must have a proper haircut.,parnoki pei kolak mesüdoktsü mesüra parnok ku langa mekümdaktsütsü; parnok ku talaklen dang tera mejeptoktsüla.,NOT
No priest shall drink wine before he enters the inner courtyard.,mesüra taktang telungbai aidang putir shingaia yi majemtsüla.,NOT
"They are not to marry a woman who is a widow or divorced; they can only marry a virgin of Israelite descent, or a widow of a priest.","parnoki amitsür mesüra palabatsür magitsü, saka israel kidong nungi jakzükba aiür dang, mesüra putir kibutsü ka amitsür agitsü akok.",NOT
"A priest must not make himself unclean by going near a dead body. However, if it's his father, mother, son, daughter, brother, or a sister that's not married, then he may do so.","putir shingaia, pei tebu mesüra tetsü, mesüra jabaso mesüra jala, mesüra tedi mesüra tenu, mesüra kibong mekümi aliba teyi mesüra tenu dak alema tasü mang anasa aoba agi pei sasa memenentsüla;",NOT
"Then when he enters the sanctuary, going into the inner courtyard and ministering there in the sanctuary, he has to present his sin offering, declares the Lord God.","aser temeshidak tenzüktsü pai telungba taktangi kodang pa idir, pai pei asoshi temenen tenla agütsütsüla” ta kibuba tsüngremi ashir.",OFF
"Regarding their share of the land, I will take care of them. You are not to give them any property in Israel, because I will provide for them.","“putirtem senmang makatsü, kechiaser ni parnok senmang lir, aser ni parnok rongsen asünungji, israel nung parnok nem rongsen kecha magütsütsü.",NOT
"They are to eat the grain offerings, sin offerings, and guilt offerings. Everything brought by the people of Israel and dedicated to the Lord will be theirs.","chiyungtsü tenla, temenen tenla, aser tai tenlatemji parnok chiyungtsü; aser israel nung kibuba nem bendanga agütsüba ajak parnok dangi aotsü.",OFF
"The best of all the firstfruits and all your offerings are for the priests. You shall give the first loaf you bake to the priest, so that your home may be blessed.","kechiaser mezüng süngjanglijang tajungtiba, aser kechisarena tenla koba nenoki agütsür, putirtem asoshi alitsü; aser nenok kibong nung temoatsü alitsü asoshi, nenoki tamasa amtsük yangluba putir nem agütsütsüla.",OFF
The priests are not permitted to eat any bird or animal found dead or killed by wild beasts.”,"saka yimya agi asüba, mesüra anüka shisatsüba, ozü süshia, shiruru süshia kecha putiri machitsüla.”",NOT
"In addition one sheep is to be supplied from every flock of two hundred from the green pastures of Israel. These are to provide for the grain offerings, burnt offerings, and peace offerings, to set the people right, declares the Lord God.","israel kidong ajak nungi san telok noklang ana shia nungi san ka chiyungtsü tenla, tarongba tenla, aser yimjung tenla, oda parnok asoshi temenen pungitsü yanglutsü ta kibuba tsüngremi ashir.",OFF
"The prince's role is to provide the burnt offerings, grain offerings, and drink offerings for the religious festivals, New Moons, and Sabbaths—in fact for all the regular religious festivals of the people of Israel. He is to provide the sin offerings, grain offerings, burnt offerings, and peace offerings to set the people of Israel right.","aser benjongbentsü nung, aser israel kidong teshimtet benjongbentsü ajak nung tarongba tenla agütsütsü, chiyungtsü tenla, aser tajemtsü tenla agütsütsüji tongtipur shilem asütsü. israel kidong asoshi pai temenen tenla, aser tesünep tenla renemtsüla.”",OFF
"The priest shall take some of the blood from the sin offering and put it on the doorposts of the Temple, on the four corners of the upper ledge of the altar, and on the gateposts of the inner courtyard.","aser putiri temenen tenla züji agitsü, aser aji ki kikümdang nung, aser tenladak kitem pezüsülen, aser telungba taktang süngkhüm tongnütem manung teploktsü.",OFF
On that day the prince will provide a bull as a sin offering for himself and for everyone in the country.,iba anogo nung tongtipuri pei asoshi aser linük nung nübur ajak asoshi nashi pungchi ka temenen tenla asoshi agütsütsüla;,OFF
"Every day for the seven days of the festival, he will provide seven bulls and seven rams without defects as a burnt offering to the Lord, together with a male goat for a sin offering.",aser benjong anogo tenet tetsüngda nung tarak maketba nashi pungchi tenet aser san tepung tenet anogo shia kibuba nem tarongba tenla asoshi anogo shia nabong tepung ka dena temenen tenla asoshi agütsütsüla.,OFF
He will also provide an ephah of grain and a hin of olive oil as an offering to accompany each bull and each ram.,"aser chiyungtsü tenla asoshi nashi pungchi shia efa ka renemtsü, aser san tepung shia efa ka, efa shia asoshi totzü hin ka ser tesadang renemtsüla.",OFF
"For the seven days of the festival that begins on the fifteenth day of the seventh month, he is to provide the same number of sin offerings, burnt offerings, grain offerings, and olive oil.","ita tenetnübuba anogo terpungububa aser benjong anogo tenet tetsüngda nung, temenen tenla tarongba tenla, chiyungtsü tenla aser totzü asoshi pai kasa renemtsüla.”",OFF
"The prince must come through the gateway porch from outside and he will stand by the gatepost, and the priests will sacrifice his burnt offerings and peace offerings. He is to bow in respect at the gate's threshold of the gate and leave, but the gate is not to be shut until evening.","aser tongtipuri temalen süngkhüm kilempok lenmang agi aitsü, aser süngkhüm tongnü anasa noktaktsü, aser putirtemi pa tarongba, aser pa tesünep tenla renemtsü, aser pai süngkhüm nungji külemtsü aser ilenjagi pa tugutsü saka süngkhümji nikongtsütsü matong tashi meshibangi alitsü.",OFF
"The burnt offering that the prince is to offer to the Lord on the Sabbath day shall be six male lambs and a ram, all without defects.",kibuba dang tongtipuri tarongba tenla tenlatsübaji amungnü anogo nung tarak maketba san chanu trok aser tarak maketba san tepung ka asütsüla;,OFF
"The grain offering to accompany the ram shall be one ephah, and the grain offering with the lambs shall be as much as he chooses, together with a hin of olive oil for every ephah of grain.","aser chiyungtsü tenla san tepung asoshiji efa ka, aser chiyungtsü tenla san chanutem asoshi pei akokba ama, efa ka nung totzü hin ka ser tesadang asütsü.",OFF
"On the day of the New Moon he is to offer a young bull, six lambs, and a ram. They are all to be without defects.","ita tasen anogo nungji tarak maketba nashi pungchi chanu ka, aser san chanu trok, aser san tepung ka, itemji tarak maket asütsüla;",OFF
"He is also to provide a grain offering of an ephah with the bull, an ephah with the ram, and as much as he is chooses with the lambs, together with a hin of olive oil for every ephah of grain.","aser chiyungtsü tenla ka, nashi pungchi asoshi efa ka, aser san tepung asoshi efa ka, aser san chanutem asoshi, pai akokba ama, efa ka nung totzü hin ka ser tesadang dena renemtsüla.",OFF
"At the religious festivals and regular meetings, the grain offering will be an ephah with a bull, an ephah with a ram, and as much as people choose with the lambs, together with a hin of olive oil for every ephah of grain.","benjong nung aser teshimtet benjongbentsü nung chiyungtsü tenlaji nashi pungchi ka asoshi efa ka, aser san tepung asoshi efa, aser san chanutem asoshi pai akokba ama, efa ka nung totzü hin ka ser tesadang asütsüla.",OFF
"When the prince decides to make a freewill offering to the Lord, whether it's a burnt offering or a peace offering, the east gate is to be opened for him. He shall offer his burnt offering or peace offering in the same way he does on the Sabbath. When he leaves, the gate must be closed after him.","kodang tongtibai temulungba tenla ka agütsüdir, tarongba tenla mesüra tenüngsang tenla temulungtetba tenla ama kibuba dang tenladir, anüdoklen süngkhümji pa asoshi lapoktsütsü aser pa sülen süngkhümji shibangtsü.",OFF
Every morning a year-old lamb without defects is to be sacrificed as a daily burnt offering to the Lord.,"“aser anogo shia, tarongba tenla kibuba dang tarak maket san chanu küm ka chanu nai bena arutsüla; anepdang shia aji bener arutsüla.",OFF
Every morning a grain offering of a sixth of an ephah with a third of a hin of olive oil to moisten the best flour is to be provided as a grain offering to the Lord. This regulation is to be followed forever.,"aser iba denji pai anepdang shia chiyungtsü tenla efa ka shilem trokbuba, aser amzü den meyokteptsü trokbuba, aser amzü den meyokteptsü totzü hin ka nung shilem asembuba, chiyungtsü tenla yimsü ozüng agi maneni kibuba asoshi renemtsüla.",OFF
"Make sure the lamb, the grain offering, and the olive oil is presented every morning as a regular burnt offering.","yamaji san chanuji renemtsü, aser chiyungtsü tenla, aser totzüji anepdang shia maneni tarongba tenla asoshi renemtsüla.”",OFF
"The prince is not to take people's land, driving them off their property. He is to give land to his sons from his own property, so that none of my people shall be evicted from their property.”","aser tongtibai nüburtem nung rongsen, parnok senmang oset kecha merakzüktsüla, pai pei rongsen nungi dang pei jabasotem nem senmang agütsütsüla, aji oda kibur shinga pei rongsen nungi mepiladaktsütsüla.”",OFF
"and told me, “This is where the priests cook guilt offerings and sin offerings, and where they bake the grain offering. This is so that they don't take them to the outer courtyard and carry holiness to the people.”","aser pai kü dang ashi, “ibai putirtemi tai tenla metadak, aser chiyungtsü tenla am yangludak lir, aji nüburtem anempong mekümdaktsütsü atema kima taktangi aji parnoki bener madoktsü asoshi lir.”",OFF
"He told me, “These are the kitchens where those who serve in the Temple will cook the people's sacrificial offerings.”","idangji pai kü dang ashi, “itemi temetadak ki lir, tekülemdak kidang tenzükertemi nüburtem asoshi tenla tepsetba metatsü asoshi lir.”",OFF
He measured another thousand cubits and led me through water which came up to my knees.He measured another thousand cubits and led me through water that came up to my waist.,"tanaben pai meyirijang ka asadang, aser temokok tashi aliba tzü ajanga ni odaktsü. ano pai meyirijang ka asadang, aser teperem tashi aliba tzü ajanga ni odaktsü.",NOT
"He measured another thousand cubits, but this was a river I couldn't cross. The water had risen so high you could swim in it. It was a river that couldn't be crossed on foot.","ajiser pai meyirijang ka asadang, aser ajibo ni ajanga muotetba ayong ka liasü; kechiyong tzü awatsü junga aroka tzüji atua liasü; aji ajanga muotettsüba ayong ka liasü.",NOT
Fishermen will stand on the shore of the Dead Sea. They will be able to spread their nets from En-gedi to En-eglaim and catch many kinds of fish. There will be plenty of fish just like the Mediterranean Sea.,"angopurtem tzüküm nung, engedi lenmang tepiyong eneglaim tashi tzüküm nung noktaktsü, aser yangji parnok zütsük salatsü; aser iba ngo tapu ajak, tzüyim tulu amaji jenti talubosa alitsü.",OFF
"All types of fruit trees will grow on both sides of the river. Their leaves won't wither, and they won't fail to produce fruit. They will produce fruit every month, because the river flowing from the sanctuary comes to water them. Their fruit will be eaten as food and their leaves will be used for healing.”","ayongküm nung anatsülen chiyungtsü asoshi süngdong tapu ajak yangji adoktsü, iba totemji mazülatsü, mesüra item süngjang metangi malitsü, saka parnoki ita shia tejang atangtsü, kechiaser item mesükba tzüji temeshidak nungi ayimer, aser parnok tejang chiyungtsü asoshi, aser parnok totem tanebtsü asoshi alitsü.”",OFF
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"God said, “Let the waters below the sky collect together in one place so that the land may appear.” And so it was.","tsüngremi ashi, “anüng kübok aliba tzü ajak tesem kati nungtenang, aser ali takong adokang,” aser yamaji liasü.",NOT
"Gomer became pregnant again and gave birth to a daughter. The Lord told Hosea, “Call her Lo-ruhamah, because I will no longer love the house of Israel and certainly not forgive them.","la tanaben mashisa aküm aser tetsür chanu ka aso, aser kibuba i pa dang ashi, “la tenüng lo-ruhama jaang, kechiyong ni israel kidong madak teraka tatok magütsütsüsa joko temeim malitsü.",NOT
"But I will have pity on the house of Judah, and I will save them—but I will not save them by bow or sword or war or horses and riders.”","“saka yihuda kidong madak ni yimlibilem akatsü, aser kibuba parnok tsüngremi parnok kümzüktsü, saka lijak agi, mesüra nok agi, mesüra tongbang agi, mesüra kor aser kor temerangertemi parnok mekümzüktsü.”",NOT
"The Lord told Hosea, “Call him Lo-ammi, because you are not my people and I am not your God.","aser kibuba i ashi, “pa tenüng lo-ami jaang; kechiyong nenok kü nübur masü, aser ni nenok tsüngrem masütsü.”",NOT
Even so the number of the people of Israel will be like the sand on the seashore that cannot be measured or counted. Then right there at the place where they were told ‘you are not my people’ they will be called ‘the children of the living God.’,"“aji saka israel chirtem yongsük, masadangtetba aser mezüngdangtetba molu lisem ama alitsü; aser ya ataloktsü, nenok kü nübur masü,” ta ashitsü melena, “nenok taküm tsüngrem chirtem ta ajatsü.",NOT
"Condemn your mother, condemn her because she is not my wife and I am not her husband. Tell her to stop looking like a prostitute—get rid of the makeup and the provocative clothing.","“nenok tetsü den mepiang, kechiyong la kü kinungtsü masü ni la kinungpu masü; aser la dak nungi nüktapangtaba aser la mama tsüngda nungi jabujari endokdakjang;",NOT
"I will punish her for all the times she offered incense to Baal, dressing herself up, putting on rings and jewelry, going after her lovers, but forgetting about me, declares the Lord.","aser baal benjong anogo nung ni la merenshitsü, shiba dang lai liangmesen arong; aser kodang teni küri aser senti zük sobur la meimertem dangi ao, aser ni amadok ta kibuba i ashir.”",OFF
"Then on that day, says the Lord, you will call me ‘my husband’ and not ‘my Baal.’","kibuba i ashir, iba anogo nung nai kü dang “kü kinungpu” ta ajatsü, aser joko kü dang “kü baal” ta majatsü.",NOT
"I will ‘sow’ her for myself in the earth. I will love Lo-ruhamah (unloved) and I will say ‘You are my people’ to Lo-ammi (not my people), and they will say, ‘You are my God.’”","ni asoshi ni la ali nung atemtsü, aser la dang yimlibilem akatsü shiba yimlibilem mungui ali? aser shirnok kü nübur masü parnok dang ni ashitsü, “na kü nübur lir,” aser parnoki ashitsü, “na kü tsüngrem lir.”",NOT
